agentid,yearnumber,weeknumber,Lotto,Lotto Plus1,Euro Millions,Euro Millions Plus,ScratchCard
690ee5e8,2016,16,2320,563,1019,450,1823.04
d441e14f,2016,17,1023,245,276,107,640.08
b8d24f8d,2016,16,672,163.5,448,176,413.1
87816f47,2016,14,1305,303.5,548,244,1630.08
64815df2,2016,15,425,103.5,220,96,946.08
7999fa97,2016,14,840,196.5,736,247,621
3b6dcddb,2016,16,446,108,298,134,234
776e8239,2016,17,981,231.5,333,136,1281.06
5f300a55,2016,16,1421,292,730,272,0
efc72b46,2016,13,221,51.5,336,125,694.08
dc36d3bf,2016,17,5709,1305,2029,699,3345.12
715dcb73,2016,17,827,190.5,349,153,1396.08
82e62852,2016,16,493,125,299,141,1045.08
e69fd2a2,2016,17,160,41,47,22,514.98
31802ea2,2016,15,62,15,46,25,766.08
1d3bb1bb,2016,17,1411,335,704,228,1981.08
6b1834d3,2016,13,246,62,150,68,334.08
1f84ae13,2016,17,731,168,303,149,135
157e5237,2016,15,676,146.5,327,149,662.04
db7849f6,2016,14,1417,347,546,249,234
a19ae012,2016,15,1025,236,1161,438,550.08
a367ba05,2016,13,674,163.5,252,114,170.1
9b5d3276,2016,15,1017,239.5,531,215,0
fa6f6b6e,2016,17,1079,251.5,568,213,1090.08
50ed65f5,2016,16,1654,390.5,653,253,2370.06
ab021ed5,2016,16,282,70,136,52,0
bbe01d03,2016,16,1373,298,666,261,820.98
76154571,2016,17,1017,239.5,493,200,630
4116403b,2016,16,433,90.5,371,127,658.98
3a653a6d,2016,17,364,89,90,46,298.98
99da92fb,2016,17,1912,460,423,172,1119.06
2a458e76,2016,17,121,27.5,93,38,163.98
de408d66,2016,15,150,38.5,60,23,0
ce738041,2016,17,1558,370.5,382,171,360
3269b871,2016,15,519,130,290,111,0
51951031,2016,15,1799,444.5,908,301,1288.08
ad9fbab7,2016,14,2679,636.5,1043,463,2641.14
0658aeb2,2016,13,2473,576.5,1012,366,1882.08
ba0d796f,2016,15,1081,254.5,1356,482,1029.06
f685b0de,2016,13,248,62.5,110,54,253.98
5a0245c3,2016,16,452,112,110,60,827.1
b4a2ba18,2016,17,454,99.5,130,49,343.98
f3cfb9f1,2016,14,178,45.5,42,23,379.98
6c272131,2016,17,1415,338,645,275,1099.98
23b5fe38,2016,14,395,92,353,134,1225.08
b1c1d750,2016,16,301,77,154,82,1144.08
3bddbf60,2016,14,194,45.5,128,67,730.08
e92f9759,2016,15,437,96.5,150,74,0
0225edf2,2016,13,1562,367.5,699,264,1299.06
bc63616d,2016,16,243,62,92,50,-215.415
a86afe72,2016,15,1181,279.5,445,207,1117.98
2b30812e,2016,15,544,139,329,161,522
2813f807,2016,17,842,200,366,170,739.98
a290ca59,2016,15,582,124.5,322,118,712.98
4b3edaa7,2016,16,1029,229,373,135,1144.98
b4202f8c,2016,15,1730,303,309,60,216
4befb8db,2016,14,2544,505.5,1142,455,2773.08
3f4c5db6,2016,16,1460,350,809,300,766.08
0e81d1bb,2016,14,1965,472.5,890,417,3625.02
af2e67ac,2016,13,723,158,323,117,892.98
b58b9693,2016,14,1511,335,982,273,216
66e89431,2016,15,664,157,356,132,1036.08
c90b2907,2016,13,1824,416,798,287,1767.96
db969c50,2016,16,1103,258.5,412,185,1179.18
ca26b7ab,2016,16,1424,348.5,493,228,379.98
b93db3d3,2016,14,262,67,99,44,216
0f4525af,2016,15,1538,362,829,319,1065.06
8a931d71,2016,16,946,203,230,112,3052.98
fd19a850,2016,17,856,207.5,327,128,1351.08
c77d0f29,2016,17,2020,469.5,770,271,1467
f5d96a27,2016,15,901,213,415,185,973.98
8ed18cc9,2016,16,915,214,276,128,982.08
b9a1bc0b,2016,14,297,75,84,41,288
07d3d793,2016,17,266,68,77,35,31.59
854ba126,2016,13,148,38,93,49,0
5.61E+041,2016,14,742,176.5,454,170,0
c1b98a6d,2016,13,358,88.5,139,66,739.98
0dfdf0cd,2016,15,740,170,320,144,1317.06
fd0cbfec,2016,14,1658,406,638,293,856.08
71f8e5eb,2016,17,427,98.5,217,90,253.98
c4e8c9af,2016,14,915,218.5,439,165,775.98
c8846e8b,2016,16,219,56,88,44,1000.98
2c18387d,2016,17,1183,258.5,454,144,-203.4
fcda6be7,2016,14,47,12,12,4,0
f6b6c875,2016,14,384,93,246,125,730.08
8b2db1f7,2016,13,8784,2043.5,4675,1838,7029.36
47d59b49,2016,15,1258,280.5,721,306,802.98
8c33aa64,2016,15,297,69,209,65,379.98
2aa69300,2016,15,1442,349.5,408,180,602.1
02779e4b,2016,15,401,95.5,292,118,494.1
52e41583,2016,16,2608,643,908,392,4561.2
beee0e30,2016,17,441,103,92,43,0
6a9b175b,2016,15,395,91,189,90,514.98
62065e9e,2016,15,1417,323.5,796,360,550.08
6168e9f0,2016,16,343,75,171,84,559.98
4f17b5bb,2016,17,1293,316,421,186,1650.06
67bd4002,2016,13,378,93,338,140,1063.08
b8c43032,2016,13,1695,407,699,285,1828.08
7bafca31,2016,17,1805,399.5,695,268,865.08
d38a7398,2016,15,709,169.5,171,80,1652.04
f019b369,2016,14,844,193.5,518,220,1596.06
0daa2c76,2016,13,572,142,169,68,225
fd0e1ac7,2016,13,1662,386.5,774,318,1281.96
5544c86a,2016,14,858,210.5,476,200,1283.04
6068d75b,2016,16,558,140,220,93,122.4
5d5a5d03,2016,16,1119,228.5,522,198,604.08
d3f410a2,2016,15,411,93,176,85,135
415fe53d,2016,13,1321,315.5,612,249,1576.98
45c20e2f,2016,13,201,48.5,182,69,298.98
697f050e,2016,16,576,140.5,320,135,417.96
1c513ea3,2016,14,780,181.5,285,141,829.08
75694397,2016,16,770,186.5,253,133,990.18
8b68c90c,2016,15,1205,299.5,531,199,388.98
65a2709d,2016,17,558,127,294,101,1090.08
f7e2116a,2016,15,1029,247,805,289,792
23a823e5,2016,13,3055,749.5,1260,529,2849.04
ccc4fca2,2016,17,589,143,195,84,469.98
c0487227,2016,17,209,53.5,68,34,379.98
8.16E+072,2016,15,3784,898.5,1543,617,2379.06
f504189b,2016,13,1375,340,723,321,2118.06
09f017f1,2016,13,1307,302,448,202,1380.06
659e5dbb,2016,14,295,74.5,172,77,1283.94
866759aa,2016,15,186,45.5,152,51,180
3887ba36,2016,14,1956,483.5,758,362,1848.06
6c61d81e,2016,17,121,30,62,33,170.1
8cd3cd5f,2016,14,842,202.5,288,109,424.08
fa21eedf,2016,13,642,150.5,242,107,930.06
679ef37f,2016,14,2622,584,907,376,1749.06
89d3ebf7,2016,17,782,190,344,157,1513.08
40a00331,2016,15,276,66,163,72,613.98
ee96903a,2016,13,3675,849,1690,702,3876.12
cc671ebf,2016,15,1593,352,666,263,928.08
2f607300,2016,14,472,120.5,143,56,351
b115a115,2016,13,635,159.5,233,110,1090.98
63b337eb,2016,16,960,227,664,267,2669.04
05b94cb4,2016,17,1215,279,340,144,804.06
29a667b0,2016,17,258,66,77,35,802.98
8ea34e59,2016,16,2352,551.5,1131,494,1333.98
d56c332f,2016,16,505,109.5,246,105,433.98
5c48be23,2016,13,45,11.5,9,5,0
93c15356,2016,13,123,26,27,15,90
a3cfb814,2016,15,2651,636,912,408,2389.14
b4e74882,2016,17,262,65,117,41,683.1
7dcc73e2,2016,16,2695,554.5,916,316,1029.96
eb596d81,2016,13,221,55.5,189,75,613.98
1b6d3d36,2016,14,736,182,544,240,1018.08
ac5abca6,2016,14,476,117.5,180,79,602.1
7c770d47,2016,15,1613,381.5,868,362,1821.96
f22148ae,2016,16,382,93.5,379,109,2351.16
c859f4ac,2016,17,776,159.5,224,92,0
d51908ea,2016,14,393,87.5,250,112,216
21da7990,2016,16,2289,500,1258,468,1729.08
e7201190,2016,16,105,27,51,26,469.98
a9c1752c,2016,16,1724,418,774,343,1648.98
53e85ae9,2016,13,791,196,228,109,234
011b1f86,2016,14,180,40,57,29,163.98
41e9cfec,2016,15,1074,253,618,265,804.06
b714e00a,2016,15,4108,934,1422,631,2876.04
a5bc45b7,2016,15,1368,329,673,304,829.08
5013eaa1,2016,17,1358,319.5,953,287,1738.08
df72d7c8,2016,15,1034,247.5,529,226,1081.08
bda26c06,2016,13,631,157.5,421,178,396
4ca37e52,2016,17,90,23,64,29,306
f48d75bf,2016,13,723,179.5,294,135,1090.98
1ea54262,2016,17,4190,797.5,787,317,1928.16
d2935011,2016,14,246,61,80,40,379.98
9de0ccbd,2016,17,368,75.5,117,45,90
81b9b6d9,2016,14,697,161.5,261,133,739.98
30533c7f,2016,16,2336,537,907,396,2263.14
a00a5cac,2016,13,86,22,3,2,0
7000ba8e,2016,13,729,160,207,83,432
f752e18b,2016,14,1748,405.5,916,349,1569.06
f90011c3,2016,15,1640,377,982,393,4783.14
5acf2edb,2016,15,2534,604.5,1245,549,2192.04
101b8553,2016,14,1195,249.5,487,174,476.1
2ae0981f,2016,14,603,154,165,84,892.08
f76249fc,2016,14,1687,421.5,631,273,1299.06
4827a198,2016,15,360,88.5,261,122,3234.24
d8d862c2,2016,15,899,154.5,515,106,0
7ddad791,2016,17,537,121,276,83,225
ace26c4b,2016,16,397,99,290,147,649.98
37a9fad3,2016,14,1495,347.5,480,191,1166.445
b56ce2f9,2016,13,246,59,79,43,0
46203cc2,2016,14,1475,352,660,323,2560.14
fbb3a72b,2016,13,341,85,108,55,703.98
8d457fb7,2016,13,4584,1066,2152,817,993.06
dfb33399,2016,17,350,87.5,136,59,838.98
c3cbae22,2016,13,2736,633.5,1328,613,2606.04
598eb517,2016,13,274,58,121,64,379.98
06228cb5,2016,14,264,67.5,99,43,1522.08
87dea2c1,2016,13,931,228,482,211,1137.96
3bb4ac5a,2016,15,1666,374,706,297,1369.98
924a44df,2016,15,1695,406,509,235,1108.08
59a68fc7,2016,17,3782,897,1667,678,4001.22
90ad41a0,2016,16,190,46.5,193,87,170.1
2a29d376,2016,16,1440,351.5,938,412,910.98
c0a9f31e,2016,15,490,123.5,253,123,343.98
adf4c4bb,2016,17,1221,300,491,211,703.98
d173a646,2016,16,1646,402,509,231,2270.16
f6e658e4,2016,15,1091,263.5,448,209,1605.06
352ed53a,2016,17,301,74.5,73,30,170.1
b034084f,2016,15,570,138.5,347,154,419.1606
2f038dd2,2016,16,593,149.5,195,100,432
f431f348,2016,13,799,181.5,263,110,1216.08
b0e5596f,2016,13,2048,500.5,1354,596,1452.06
9a76118f,2016,13,211,50.5,55,25,0
139cca39,2016,13,1477,359,467,225,2565
8206984f,2016,16,901,220.5,338,146,496.98
44fba0bf,2016,16,464,118.5,184,85,163.98
3b66332d,2016,13,603,146.5,362,126,0
063bf277,2016,13,4717,1160.5,1519,703,3030.12
53d765af,2016,16,235,60,138,62,0
4330a4cb,2016,17,209,51.5,47,26,324
0c60f4bc,2016,17,1115,265,432,164,738
34b48055,2016,13,1319,304,693,264,784.08
db935a66,2016,13,417,102.5,180,63,2226.06
c3af2d58,2016,14,1158,280.5,548,204,739.08
7129f930,2016,16,172,44,115,55,135
14b5a471,2016,16,431,107,231,116,-243.405
f31939af,2016,14,1722,425,932,345,595.98
db8ad7f9,2016,17,4214,990,1525,609,4526.1
e9188712,2016,15,213,54.5,198,76,388.98
f3dd2506,2016,13,911,214.5,517,207,0
138f6648,2016,15,797,187,259,81,522
128a50dd,2016,16,501,105,233,106,0
98f77fd4,2016,13,1158,273,686,239,1099.08
ef93d5ee,2016,17,1366,316,669,258,0
fe68683c,2016,16,1395,324,745,291,1792.08
621a3d2e,2016,16,1150,266,851,281,0
e986d712,2016,16,497,122,338,125,1594.98
8a0809ab,2016,15,574,136.5,296,146,566.1
3f6f3d84,2016,14,201,45.5,90,35,0
3d8e74d3,2016,16,1893,410.5,598,210,487.98
08b74191,2016,16,1707,385,610,241,1108.08
490d9290,2016,13,411,95,158,57,386.1
f14a1d3f,2016,16,642,150,196,99,1045.08
7782c0cd,2016,17,390,94.5,213,68,180
d3c57deb,2016,15,817,196.5,362,161,1009.08
73c8deee,2016,13,1015,255,419,155,1340.1
c55802c0,2016,16,215,55,47,22,0
1c055af8,2016,17,339,82.5,123,60,0
815d00c2,2016,17,441,94.5,176,88,532.71
e44a62e1,2016,15,2112,490,1188,411,1872.18
75f6719e,2016,17,2947,662.5,1142,422,1200.06
9b6bfdd9,2016,15,421,90.5,103,48,739.98
bf92643b,2016,16,1360,331.5,524,191,766.08
8695cecf,2016,16,290,65,71,31,531
df73514b,2016,17,529,132,185,91,297.9
e77e7bd2,2016,17,960,212,307,133,1136.16
8.11E+031,2016,14,170,43.5,101,50,218.7
97380079,2016,14,805,182,380,134,1612.98
d1d648c1,2016,17,1946,438.5,458,185,784.98
256f972a,2016,16,1556,333.5,929,357,2804.04
4e48c4dd,2016,16,6489,1415.5,2173,824,0
c979e86c,2016,13,221,49.5,178,87,180
d1b73995,2016,16,985,243.5,471,197,2298.06
c20f9115,2016,17,2522,487,864,297,1605.06
f6606273,2016,17,954,230.5,351,151,386.1
6535f0b0,2016,16,842,206,244,107,1153.08
b478f835,2016,17,4719,1100.5,1518,606,3514.14
e8385978,2016,17,662,130,736,235,216
4f19eb35,2016,16,160,41,125,65,396
336bc0a6,2016,13,1907,444,655,300,2084.22
31685bab,2016,13,966,218.5,607,244,170.1
7ac751c4,2016,14,360,90.5,145,60,0
10c8ef08,2016,13,858,216,333,173,917.1
ee2cee26,2016,14,991,244,391,180,1897.92
2602fc0b,2016,15,1072,230.5,364,145,486
3dc3745b,2016,17,1536,366,529,251,1954.08
09e683fa,2016,17,2306,413,839,342,1036.08
0500c475,2016,17,770,183.5,242,99,-53.505
ebe68e60,2016,14,1444,313.5,809,336,822.96
65c817f7,2016,17,760,190,316,165,892.08
6e9a3b0b,2016,13,4155,964.5,1654,646,1976.04
f070e60b,2016,17,539,121.5,156,81,640.08
f4e92c88,2016,14,613,149.5,412,159,1252.08
f5a9bbaa,2016,17,1552,364,540,268,1513.98
e205ebca,2016,16,1193,289.5,377,184,1769.04
f5cb5495,2016,14,282,69,145,74,856.08
357fc094,2016,13,129,31.5,80,44,1152
59757a5c,2016,14,376,93.5,226,79,0
07e9d9ae,2016,15,88,22.5,51,27,-110.295
d4300503,2016,15,1030,229.5,655,256,1018.08
cb7f80aa,2016,16,1299,274,517,186,984.06
d87859ac,2016,17,401,89.5,184,88,253.98
0ee2cce9,2016,17,1056,252,502,216,955.98
c2f63bc6,2016,17,117,30,46,19,0
cfbc13bd,2016,16,456,108.5,257,115,253.98
33e8d14e,2016,13,836,198.5,323,157,1740.06
f0c82fcb,2016,15,882,219.5,460,167,1513.08
71f803bc,2016,16,560,105.5,412,148,0
b1d5f891,2016,16,1046,265,303,128,1452.06
afb7929a,2016,15,1189,282.5,675,258,856.08
5e72f194,2016,16,1223,272.5,932,341,1333.08
d0666d06,2016,17,295,71.5,99,54,163.98
b61c2c3c,2016,15,368,84,322,143,694.08
99b24d83,2016,15,397,100.5,158,73,584.1
29120c20,2016,17,2197,525.5,732,316,1585.98
2d6950c3,2016,16,2389,540.5,892,364,1000.98
2b886258,2016,15,868,200.5,680,270,1431.18
8659d559,2016,17,1960,471.5,585,247,1522.08
c2f2079c,2016,16,838,201,264,128,361.98
b22633a2,2016,17,1091,262,294,140,829.98
c5074988,2016,16,295,63.5,193,77,-529.875
3031f452,2016,14,309,71,209,94,0
8635c6ca,2016,14,372,90,138,68,2701.08
f7a008a0,2016,16,352,87,117,62,170.1
d6e423ef,2016,14,152,37,42,23,180
3af76d3c,2016,17,341,76,104,53,0
dd4a25c9,2016,13,491,121.5,301,112,1675.08
9fe47f17,2016,15,568,130.5,241,108,379.98
0c13a75f,2016,15,1121,273,669,307,2064.06
64e8d633,2016,16,570,144,209,102,0
f61cceb5,2016,13,793,199.5,345,156,946.08
9bae9cc9,2016,14,827,192.5,261,107,604.08
eba0b95d,2016,14,876,216.5,336,140,334.08
2cb06b08,2016,14,2446,581,1010,421,2091.06
ff05fb09,2016,16,795,186,279,140,350.1
b76db65d,2016,15,2189,325,785,231,910.98
27877d7b,2016,13,713,171.5,336,148,1297.08
4ade983c,2016,16,1258,304,640,256,2029.14
f6019c63,2016,13,1899,402.5,927,368,2389.14
e62e68fe,2016,17,1442,341.5,559,216,343.98
577b5e4b,2016,15,1936,452,759,337,939.96
06ed6f2c,2016,13,717,177.5,399,186,658.98
9674a895,2016,15,2510,569,1317,465,1038.06
8d0cec35,2016,16,1926,429.5,1161,429,2054.16
efd17092,2016,15,989,207,415,164,0
19fd62fc,2016,15,215,49.5,171,86,486
a87039d4,2016,14,574,132,239,110,2100.96
3da33631,2016,17,2510,594,875,398,340.2
8b94b553,2016,15,2763,655.5,1374,579,2147.04
81b01a0c,2016,14,944,227,862,307,424.08
c84748a4,2016,17,156,40,46,23,0
be4106e0,2016,16,521,120,353,138,0
c5f6760f,2016,15,5370,1285,2406,1014,3636
974658b1,2016,17,635,119,241,116,0
8bb32607,2016,16,1863,419.5,936,398,2028.06
a3d5f2de,2016,15,325,79.5,139,62,334.08
6b63a75d,2016,15,733,169.5,426,162,487.98
2e4d21a6,2016,17,1789,434,677,311,973.98
39013cee,2016,14,231,50,213,82,170.1
052b1c9a,2016,16,1262,317,730,331,1992.06
f6ecadbb,2016,17,527,106.5,160,59,0
28800669,2016,13,531,96,110,39,386.1
7d173fbd,2016,15,934,208.5,417,162,386.1
9f7ca9ae,2016,17,1121,259.5,364,155,766.08
67b80164,2016,13,1107,267.5,436,206,2453.04
dd5dcbd3,2016,15,1666,394,1313,595,3507.12
38b77575,2016,13,417,104,274,87,648
59021389,2016,16,644,157.5,414,148,694.08
9ed4abd0,2016,13,250,63,196,92,90
ee993312,2016,13,1117,255.5,754,272,486
07d2bae9,2016,13,748,178.5,390,183,485.1
c7f2ebfa,2016,17,703,172.5,261,114,1070.1
cfd5472e,2016,14,1052,240.5,511,204,1072.98
5a8faded,2016,15,1579,332.5,616,254,334.08
ec37d8d1,2016,17,141,36,49,18,514.08
de4a48fc,2016,14,1405,329,649,277,1767.06
472a1c19,2016,13,944,230,231,94,1198.08
12aeed63,2016,15,199,51,95,42,711
81ab1eea,2016,13,1203,290,474,226,775.98
740c9b37,2016,13,564,138,198,89,135
1f6534b4,2016,15,1730,424.5,767,361,1596.06
69f42447,2016,17,1364,335.5,535,230,1740.06
7e491695,2016,15,74,19,31,17,0
efe8ed20,2016,16,1083,266.5,480,230,594
bd3ac298,2016,16,405,97.5,261,74,343.98
d49a982d,2016,13,568,145,174,69,0
2ec1aa40,2016,17,235,58,141,66,784.08
bdedf83f,2016,13,3604,810,1643,670,4028.22
a5372446,2016,14,370,91.5,119,60,271.98
a21c1ea7,2016,16,695,166,402,171,396
00d7a196,2016,15,1003,248,592,271,792
a96f6b99,2016,13,341,77,156,71,0
86fb1966,2016,13,705,176,327,87,216
e8ab111f,2016,15,627,157,327,157,946.98
6acf7341,2016,17,444,108.5,266,115,991.08
7be3f513,2016,14,374,89.5,276,100,741.96
08aa9c7a,2016,13,1148,285,564,270,1209.06
678dd183,2016,17,707,174,187,89,180
089e11a6,2016,14,1562,387.5,680,325,1504.08
0931838b,2016,13,284,66.5,244,100,523.98
1090fe1c,2016,15,1013,227,796,320,1144.08
1b4d0eff,2016,15,564,135,235,112,1585.08
20eda336,2016,15,197,50.5,138,68,379.98
34938d21,2016,15,1125,256,627,265,433.98
b029f659,2016,15,141,35,139,68,521.1
64a58b1f,2016,16,1432,356.5,493,250,2453.94
a5aef433,2016,17,1375,339,529,240,1738.08
89056cd9,2016,17,746,174.5,414,177,1000.08
eb58bd6d,2016,14,160,40,101,34,75.3678
c7f44eff,2016,13,595,142,310,143,270
8bfc4ce2,2016,14,2565,594,1013,344,1317.96
4bd8ef11,2016,13,1223,285.5,609,231,1720.08
d4944af8,2016,15,70,16,25,10,498.06
eccfb253,2016,14,2263,523,715,302,1740.06
63d20310,2016,17,299,71.5,68,21,0
1d95eed4,2016,13,2240,496.5,931,336,1695.06
eb9c229b,2016,14,785,195,264,114,1533.96
f6012f4c,2016,17,811,198.5,384,182,1502.1
ed94c944,2016,16,1799,410.5,621,243,2433.96
a2fa5e1e,2016,13,2036,475.5,583,235,1290.06
8563c7e8,2016,13,938,163,945,206,883.08
54c1c900,2016,15,292,72.5,47,26,180
0f061a82,2016,15,286,65,115,55,-787.41
205ea1bf,2016,15,960,228,301,147,180
56e39e6d,2016,16,315,70.5,268,102,775.98
10dfab8d,2016,17,323,79.5,108,50,0
bbdb2eee,2016,16,1711,364.5,903,359,613.98
f19c05ad,2016,17,352,86,184,94,0
71aa147f,2016,17,1183,278.5,417,175,878.04
389c5562,2016,16,791,199,312,126,450
9dff5518,2016,15,401,99,158,73,0
74f63618,2016,14,709,174.5,390,164,1333.08
186415f2,2016,17,1121,261,439,190,984.06
641e92ad,2016,17,719,179.5,322,160,1216.08
bae707f9,2016,14,399,102,209,105,820.08
1f07b562,2016,14,113,27,86,28,-43.605
b8b1c4c4,2016,16,1340,331,537,224,1407.06
4652dc7b,2016,16,654,139.5,217,106,270
272b1a5e,2016,14,646,149.5,230,90,487.98
ded6a3a0,2016,14,1462,363,765,371,793.08
844ae096,2016,16,1199,287,1087,502,2328.12
b2c1cd8e,2016,16,282,70,145,55,379.98
3f32f781,2016,16,1070,257,638,233,2331.18
b0a1b783,2016,14,2073,490.5,1260,481,1975.14
693b1a2b,2016,15,1225,298.5,485,251,1117.08
23a599c3,2016,17,3083,739,1115,474,2759.04
14b976cd,2016,17,946,228.5,511,242,1526.94
964e7d69,2016,13,766,173,362,129,1254.06
6c79ceb1,2016,17,1546,347.5,518,191,180
8abb6657,2016,17,1961,372,564,236,2386.08
448c1b9f,2016,13,691,170.5,136,51,170.1
cf4b4f19,2016,14,170,42.5,114,49,334.08
0e5213dc,2016,16,411,101,231,117,198.045
de2f3bc3,2016,14,70,18,58,32,0
3db4db9c,2016,17,989,246.5,454,214,739.98
36e1caa2,2016,17,883,221,368,180,541.98
826cceac,2016,13,248,60.5,90,42,0
c7f1b309,2016,14,1226,284,607,230,2433.06
42a0dcf8,2016,14,415,98,325,115,163.98
a07fb460,2016,17,987,221.5,287,131,1308.06
1d4a1b42,2016,14,3269,751,1477,628,2723.94
9c3bc6cd,2016,13,352,87,145,58,29.205
98f02f26,2016,13,527,133.5,195,102,216
50d5e0a3,2016,17,3263,753.5,980,417,864
889d3726,2016,17,1552,370,450,208,1951.02
6b840a4d,2016,16,574,139,327,159,1126.8
9ff08f11,2016,16,386,92,257,104,-103.1292
b786d30c,2016,17,386,92,174,90,0
4f35541b,2016,13,980,231,318,170,1088.1
e08b2d87,2016,17,3243,402,629,256,1099.08
16df3b35,2016,15,1713,420.5,702,321,714.06
dc3f5c38,2016,17,629,143.5,185,69,973.98
6319d6ee,2016,16,444,109.5,237,112,360
e67be8a1,2016,13,964,235.5,561,259,1476.18
975599c4,2016,17,350,79,184,90,198
01e75a7b,2016,14,129,33,125,56,379.98
96b13b14,2016,14,121,31,73,36,0
6fc6a3f1,2016,15,2847,568.5,1105,383,2293.02
8.12E+042,2016,15,1436,358.5,677,327,1549.08
aaa717e9,2016,15,840,198.5,518,245,1252.98
2f43f735,2016,14,252,64.5,123,53,1677.06
059aeac8,2016,15,2101,493,848,347,1468.08
949b0449,2016,17,415,92.5,139,55,0
223b8c49,2016,17,1844,433.5,482,234,1470.06
dad09e77,2016,13,1987,472.5,761,341,327.96
c0cb39f2,2016,17,1111,258,401,182,1785.06
a1407405,2016,13,4243,1000,1486,638,1555.2
ea64ec37,2016,17,1544,355,491,181,1180.98
176f40a4,2016,16,1058,267,436,211,1751.04
23b04348,2016,13,539,129.5,299,130,1045.08
1b72820a,2016,15,2144,504,1216,509,1209.06
48152331,2016,13,1079,224.5,355,134,298.98
a37f0140,2016,15,464,110,202,105,180
3ce538df,2016,13,883,203.5,239,109,1099.08
0eabf983,2016,13,2483,593,1135,507,2506.14
9b88b8a5,2016,16,2706,586,925,434,1740.06
b09b45a8,2016,16,174,42,38,16,0
8bf343e5,2016,14,1503,360.5,474,207,550.08
d39091b6,2016,15,1038,241.5,360,147,1342.08
4ad115fd,2016,17,1352,325.5,432,188,1324.98
6677f795,2016,17,1720,358,1153,451,874.08
d76d330c,2016,16,386,90,200,102,225
57c54c00,2016,17,899,206,355,159,1180.08
1811db09,2016,14,2718,564,1135,447,3821.22
3c55ad39,2016,16,1814,399,656,269,559.08
824288f5,2016,13,1023,239,314,145,791.1
3415063d,2016,16,523,128.5,128,68,306
c5a1629c,2016,13,742,187.5,244,111,1945.08
098064d2,2016,15,403,43,138,49,379.98
5e469521,2016,16,397,98.5,283,114,846
18200973,2016,17,1307,315,426,211,1161
16dc9a40,2016,17,682,165.5,158,74,667.98
3bd7b21b,2016,14,1934,425.5,1177,439,1262.16
b4fc77df,2016,17,1436,352.5,483,198,973.08
9a2525d4,2016,15,462,95,184,83,530.1
42364128,2016,14,462,109.5,307,130,441
ef699df5,2016,14,2628,559.5,1322,504,1839.06
a68ce498,2016,13,1489,369,690,328,2020.14
0fd5d6a2,2016,15,548,122,875,357,649.08
a1567592,2016,15,778,183.5,408,193,298.98
74f5ce1c,2016,13,2632,303.5,320,154,1785.06
ce88c9c0,2016,13,425,103.5,145,61,0
4e9a95d7,2016,13,460,110.5,206,80,737.1
b62c650d,2016,14,852,214,515,231,0
ccefeb30,2016,14,840,204.5,274,121,1090.98
21203d82,2016,13,989,212,410,181,514.08
3e410983,2016,16,1113,272,535,241,379.98
68c02dde,2016,16,343,79.5,121,62,486
886c544e,2016,13,574,140,397,134,1234.08
6d583dbc,2016,17,882,221.5,242,103,694.98
3a35a530,2016,16,631,148,496,220,1730.16
b8183232,2016,13,944,192,500,163,180
a058debe,2016,17,1021,230.5,515,198,1630.08
c68b3d42,2016,16,1838,434.5,1104,423,2039.04
e60d0bdd,2016,16,623,148,209,83,-7.47
e4eee739,2016,17,501,128,160,87,162
cbf9879d,2016,13,154,39.5,272,122,845.1
5d68c3dc,2016,13,99,23.5,60,33,424.08
30511060,2016,14,176,43,60,33,216
b5897132,2016,17,2397,569,783,307,2370.06
3dfd1324,2016,13,1283,293,421,223,810
0304ddd5,2016,17,82,21,71,30,253.98
4ead61b0,2016,16,1205,284.5,769,311,0
fea4f946,2016,16,670,170,423,173,937.98
ca3f9b71,2016,17,878,214.5,298,133,701.1
c8b5d625,2016,16,1840,445,616,275,1524.96
4ba9f5f4,2016,16,560,131.5,305,125,685.08
135ca6fd,2016,16,513,121.5,312,120,216
09c564cb,2016,13,552,136.5,202,91,640.08
6d5c3bfb,2016,13,2789,643,885,355,1317.96
ba2ebe79,2016,16,123,28.5,92,38,0
c970eba0,2016,17,901,213.5,474,183,732.96
658a4daa,2016,16,1836,429,833,356,829.98
150b9ad8,2016,14,429,105.5,230,90,588.06
a79d5701,2016,15,1293,302,715,292,360
b34b2fdf,2016,14,876,221.5,285,126,469.98
c5419da8,2016,13,572,125,213,101,386.1
32c3520d,2016,14,546,103,1199,225,0
fffa8ec5,2016,15,209,51,128,59,0
20668cc5,2016,16,476,121.5,171,81,90
11e8a59a,2016,16,435,99.5,404,117,165.6
dcbab480,2016,17,1662,401.5,642,272,775.98
d9353953,2016,14,139,35.5,38,20,0
54c1d3b6,2016,13,227,53,114,52,90
95fa92b1,2016,14,856,197,1096,200,0
9b290cf5,2016,14,1268,259,564,251,260.1
435c7474,2016,13,1144,246,472,162,640.08
ca0ee601,2016,16,889,215,430,197,0
574b8db7,2016,14,1221,280,414,170,577.08
006c53bc,2016,13,1762,354.5,618,210,469.98
121b4e73,2016,13,366,93.5,60,30,468
238181ed,2016,15,780,197,447,182,892.08
faf98d8b,2016,16,1201,276.5,450,215,973.08
64b9ea77,2016,17,107,25.5,58,19,0
3e7e32b8,2016,15,374,80.5,220,99,523.98
1ddb55d6,2016,15,264,65.5,119,56,594.18
